,emotion,tweet
126,disgust,Such treatment with the doctors are highly unacceptable   HMOIndia must look into this and resolve the matter as soon as possible because we have lost our belief from Delhi CM  ArvindKejriwal at time of lockdown 1 2 3 4 only  Then completely lost after unlock1 too   https   twitter com DilliDurAst status 1273473799514718209  
127,joy, Delhi is a classic example of premature lockdown relaxation w out strong preparedness   Unlock1 could have been successful w  a strong healthcare Infrastructure  The goal of unlocking in restarting economy backfired in Delhi  erode the economy further  Now Taking lives 
128,joy,Coronavirus In India Live Updates News In Hindi Covid19 18th June Unlock1 Day Eighteen  Corona Pandemic  Delhi  Maharashtra  Madhya Pradesh  Bihar  Kerala   Coronavirus In India Live Updates  मह र ष ट र म   24 घ ट  म   28 प ल सकर म  स क रम त  त न क  म त  https   www vpnews24x7 com 2020 06 coronavirus in india live updates news in hindi covid19 18th june unlock1 day eighteen corona pandemic delhi maharashtra madhya pradesh bihar kerala coronavirus in india live updates html  
129,joy,Coronavirus In India Live Updates News In Hindi Covid19 18th June Unlock1 Day Eighteen  Corona Pandemic  Delhi  Maharashtra  Madhya Pradesh  Bihar  Kerala   Coronavirus In India Live Updates  मह र ष ट र म   24 घ ट  म   28 प ल सकर म  स क रम त  त न क  म त  https   ajkatajanews com coronavirus in india live updates news in hindi covid19 18th june unlock1 day eighteen corona pandemic delhi maharashtra madhya pradesh bihar kerala coronavirus in india live updates   
130,fear,Is there any hope that  noidaborder is going to open soon or I have to look for another job outside of  noida      opendelhi_noidaborder  UttarPradesh  delhi  haryana  Gurugram  noidaborderissue  Lockdown5  Unlock1  india  Unlock2  delhincr  BORDER
131,sadness,Delhi reports 2414 new cases of  COVID19 and 67 deaths in the last 24 hours  Total number of cases recorded at 47102  Death toll at 1904   IndiaFightsCoronavirus  DelhiFightsCorona  Covid_19  COVID2019india  StayHomeStaySafe  Lockdown5  Unlock1  pic twitter com r9EzYOazI7
132,joy,Coronavirus In India Live Updates News In Hindi Covid19 17th June Unlock1 Day Seventeen  Corona Pandemic  Delhi  Maharashtra  Madhya Pradesh  Bihar  Kerala   Coronavirus In India Live Updates  इ द र म   44 नए म मल   न य ज ल  ड स  217 भ रत य स वद श रव न   https   ajkatajanews com coronavirus in india live updates news in hindi covid19 17th june unlock1 day seventeen corona pandemic delhi maharashtra madhya pradesh bihar kerala coronavirus in india live updates   
133,joy, Covid_19  coronavirus  Unlock1  pandemic  Delhi  DelhiFightsCorona  PunjabSweetHouseRohini  FailedLockdown  FailedHygiene See     How this sweet owner s labour is preparing sweets at a nearby drain during pandemic   pic twitter com wdNNE5vi9V
134,joy,1859 new cases of  COVID19 in Delhi taking today the cumulative no to 44688   IndiaFightsCoronavirus  DelhiFightsCorona  Covid_19  COVID2019india  StayHomeStaySafe  Lockdown5  Unlock1  pic twitter com EugVJM7MRQ
135,sadness,Delhi virtual court grants first divorce online  DelhiCourt  Divorce  Covid19  Unlock1 0  https   www thehansindia com news national delhi virtual court grants first divorce online 628344 utm_campaign pubshare utm_source Twitter utm_medium 1874798778 utm_content auto link utm_id 139  
136,sadness,   s Covid19 recovery rate improves further to 51 08  Y day   https   www livemint com news india india s covid 19 recovery rate improves further to 51 08 11592226017925 html   Rising Recovery rate today at 52 47   action targetted at the laggards Maharashtra  Delhi   TN   Bengal despite  Unlock1   Shramik movement is most admirable  pic twitter com 4pp5kCEMqk
137,sadness,When Delhi was lockdown people were saying  Go corona Go   As unlock1 0 starts People and govt motivating Coronavirus and saying  COME CORONA COME    IMinakshiJoshi  anjanaomkashyap
138,disgust,Nearly 52  of Kolkata residents favour total lockdown for another month  says survey  Delhi  Chennai   Mumbai residents have also asked for a complete shutdown  Kolkata  lockdownextension  Unlock1  IndiaFightsCoronavirus https   bulletinhours com nearly 52 of kolkata residents favour total lockdown for another month says survey  
139,sadness, Delhi  coronavirus Update  Data of 15 June 2020  Confirmed cases  42829 Active cases  25002 New cases  1647 Recovered today  604 Death yesterday  73  coronavirus  DelhiFightsCorona  CoronaVirusUpdate  StaySafe  India  CoronaVirusUpdate  Unlock1  CMODelhi  DelhiVsCorona
140,joy,Delhi reports 1647 new cases of  COVID19 today taking the total to 42829 cases  Active cases stands at 25002     IndiaFightsCoronavirus  DelhiFightsCorona  Covid_19  COVID2019india  StayHomeStaySafe  Lockdown5  Unlock1  pic twitter com Wdl2HntJ8k
141,disgust, Many people are speculating whether another lockdown in Delhi is being planned  There are no such plans   said Delhi CM Arvind Kejriwal   Lockdown  COVID19  India  Unlock1  Delhi  http   www woodwardjournal com report coronavirus centre unlikely to reimpose lockdown amid the spike of covid 19  
142,joy,Half of  Coronavirus Patients in India Cured  Recovery Rate 50   Says  MoHFW_INDIA  https   www india com news india half of coronavirus patients in india cured recovery rate 50 says centre 4057929    Rising Recovery rate today at 51 08   action targetted at the laggards Maharashtra  Delhi   TN   Bengal is bound to see all  responses get better   better despite  Unlock1  pic twitter com jYkyX93Uis
143,joy,No plans for another lockdown in Delhi  confirms Arvind Kejriwal  The Delhi CM tweeted shortly after Amit Shah s all party meet  ArvindKejriwal  DelhiFightsCorona  IndiaFightsCOVID19  Unlock1  lockdownindia https   bulletinhours com no plans for another lockdown in delhi confirms arvind kejriwal  
144,joy,Delhi CM Arvind Kejriwal tweeted  Many people are speculating whether another lockdown in Delhi in being planned  There are no such plans   COVID19  lockdown  Delhi  ArvindKejriwal  coronavirus  StayHomeStaySafe  Unlock1  QuarantineLife  ArvindKejriwal  CMODelhi  AamAadmiParty
145,joy,From Monday  the Railways will not run trains from Anand Vihar and all the platforms will be reserved for isolation coaches that the centre will provide to Delhi to meet the demands for hospital beds for Covid19 patients   DelhiFightsCorona  Delhi  Unlock1  pic twitter com LyLD3mFDj3
146,disgust,With  COVID19 pouring water over  Delhi government s efforts to streamline Delhi s traffic flow and make roads safer for pedestrians  though construction works have begun amid  Unlock1  shortage of labour  has forced it to move at a snail s pace   https   www newindianexpress com cities delhi 2020 jun 15 delhis makeover faces roadblock 2156750 html  
147,disgust,With  COVID19 pouring water over  Delhi government s efforts to streamline Delhi s traffic flow and make roads safer for pedestrians  though construction works have begun amid  Unlock1 the shortage of labour  has forced it to move at a snail s pace   https   www newindianexpress com cities delhi 2020 jun 15 delhis makeover faces roadblock 2156750 html  
148,sadness,Missing the Delhi Times print edition  Click below to read the e paper edition    https   bit ly 2X7EZIN   RIPSushant  ripsushantsinghrajput  SushantSinghRajput  Unlock1  MaskIndia  IndiaFightsCorona  Bollywood pic twitter com m98GmXyb7k
149,sadness, Covid_19  coronavirus  Delhi  June9  delhiFightsCorona  IndiaFightsCOVID19  NewDelhi  Breaking_News  Lockdown5  Unlock1  Lockdownextention pic twitter com rAdDq2HIwl
150,sadness, PMOIndia  narendramodi  ArvindKejriwal  bjp4mumbai sad reality  LockdownFailed  Lockdown5  Unlock1  ArvindKejriwal  NarendraModi  AatmanirbharBharat  Delhi  pic twitter com DQkVThwmZn
151,joy,Clear Do s   Don ts are needed for  IndiaFightsCorona     IndiaFightsCOVID19  Delhi  mumbai  Pune  Bengaluru  Chennai  Modi  chembur  COVID19India  Thane  UP  CoronavirusIndia  Indian  Maharashtra  Unlock1  LockdownFailed  Gujarat  Lockdown5  ICMR  IndiaFightsCoronavirus   pic twitter com vJuuvTJCmk
152,anger,Contemplating another lockdown in this week    it will be a total shut  especially for Delhi   Mumbai    Chances of HM taking charge of Delhi    Lockdown5  Delhi  Mumbai  lockdownextension  Unlock1  COVIDIDIOTS
153,sadness,Coronavirus In India Live Updates News in Hindi Covid19 14th June Unlock1 Day Fourteen  Corona Pandemic  Delhi  Maharashtra  Madhya Pradesh  Bihar  Kerala   Coronavirus In India Live Updates  11929 new cases were reported in the last 24 hours  311 deaths  https   ift tt 2C5Tbty 
154,anger,Who has failed  lockdown in Delhi   What doesn t kill you  makes u stay at home   Or There r two kind of people   one of them r going to kill both of them  Or The people who don t wear a mask  b c a mask is mask  wearing is not their task  after all it is  Unlock1  round2hell
155,sadness,Touched the nerve of education   No worry  Its India s problem  Third grader wants to become engg doc and swallow the parents lifeling income   Anyway unlock1 0 is done for people like you  Just wait for 1 more month  You will be bagging like Delhi   relock Ni go and study  
156,joy,सत यम   श वम  स  दरम     sundayvibes  SundayMotivation  SundayFunday  SundayThoughts  PositiveVibes  positiveenergy क स  ह   आप ल ग  स वध न  बरत    स रक ष त रह     CoronavirusIndia  COVID  Covid_19  Unlock1  Delhi  pic twitter com HVDtxuSyLB
157,disgust,Missing the Delhi Times print edition  Click below to read the e paper edition      https   bit ly 2X7EZIN   Unlock1  MaskIndia  IndiaFightsCorona  Bollywood  ARRahman  KiaraAdvani pic twitter com T0d8bETKA3
158,joy,Our Day 80 of  feedingstrays in  Delhi  A little extraordinary doggu sunshine under a sunny Amaltash in these distressing times  Animals are pure love  Do remember to give food and water to stray animals around you   AnimalsArePeopleToo  BeKind  StayHome  LockdownIndia  Unlock1  pic twitter com 0oOHjrqj8S
159,sadness, Covid_19  coronavirus  Delhi  June9  JharkhandfightsCOrona  IndiaFightsCOVID19  Ranchi  Breaking_News  Lockdown5  Unlock1  pic twitter com BTJ7eCpjme
160,sadness, Covid_19  coronavirus  Delhi  June9  delhiFightsCorona  IndiaFightsCOVID19  NewDelhi  Breaking_News  Lockdown5  Unlock1  pic twitter com yMrPvXw16L
161,anger, BreakingNews  BREAKING  Punjab blames  Delhi for surge in  COVID19 cases   Himachal   Haryana and  UP also blames  delhigovt  PunjabFightsCorona  COVID19India  COVIDー19  CMOPb  Lockdown5  Unlock1  COVID19  COVIDNewsByMIB  ArvindKejriwal  AAPPunjab https   www theweek in news india 2020 06 13 punjab blames people coming from delhi for surge in covid 19 cas html  
162,joy, ashokgehlot51  RajCMO  pantlp  there are any chances in  Jodhpur to get better the situation or it will become like Delhi   Nowdays  no  guidelines are strictly followed    Is  ashokgehlot51 ji will take again first step in India for lockdown aftr  Unlock1    Bollywoodtrack_ https   twitter com Bollywoodtrack_ status 1271833466133495808  
163,joy,Delhi reports 2134 new cases of  COVID19 today     IndiaFightsCorona  IndiaFightsCoronavirus  DelhiFightsCorona  Covid_19  COVID2019india  StayHomeStaySafe  Lockdown5  Unlock1  pic twitter com BoH2HlsEfQ
164,sadness,Very scary to think of going back into lockdown in any part of the country   though for a past few days it seems ground is being created to lockdown delhi again and one  of these efforts is now to say some 88  traders want markets to be closed  Unlock1  delhilockdown
165,joy,Union Home Minister Amit Shah along with Union Health Minister Dr Harsh Vardhan will hold a meeting with Mayors of Municipal Corporations of Delhi tomorrow at 5 pm to review preparations with regard to COVID19  Home Minister s Office  COVID19  AmitShah  Unlock1  coronavirus
166,disgust,Re opening in phased manner not a decision taken in haste  Delhi HC dismisses law student s plea challenging Unlock1 with costs  https   www barandbench com news litigation reopening in phased manner not a decision taken in haste delhi hc dismisses plea challenging unlock1 with costs    Judicial Review  Lockdown  Unlock 1  Phased Opening
167,joy,Coronavirus In India Live Updates News In Hindi Covid19 13th June Unlock1 Day Thirteen  Corona Pandemic  Delhi  Maharashtra  Madhya Pradesh  Bihar  Kerala   Coronavirus In India Live Updates  तम लन ड  म   आज 1989 नए म मल   30 ल ग   क  म त  https   www vpnews24x7 com 2020 06 coronavirus in india live updates news in hindi covid19 13th june unlock1 day thirteen corona pandemic delhi maharashtra madhya pradesh bihar kerala coronavirus in india live updates html  
168,joy, PMOIndia  CMODelhi  myogiadityanath  Please look forward for starting of Delhi Metro Services in NCR  Almost all offices  economic activities are started but we are facing traveling issues   delhimetro  Unlock1
169,disgust,Re opening in phased manner not a decision taken in haste  Delhi HC dismisses plea challenging Unlock1 with  costs    https   www barandbench com news litigation reopening in phased manner not a decision taken in haste delhi hc dismisses plea challenging unlock1 with costs  
170,anger, COVID19 PROJECTIONS FOR  Delhi  35000  deaths     LOCKDOWN NOW     IndiaFightsCorona  AAP  India  Covid_19  CoronaUpdatesInIndia  DelhiFightsCorona  coronavirus  delhigovt  Kejriwal  Delhicorona  delhilockdown  Unlock1  unlock2  Delhihospital  DelhiGovernment  coronavirusindelhi pic twitter com eG5HcL9Pci
171,sadness, Delhicorona  Delhi will have to follow  Beijing and reimpose  Lockdown with highest level of strictness  Overconfidence of many has spoiled the  Unlock1 Perhaps we are going fast towards the peak and then downward with herd immunity  Only God knows what will happen 
