tweet,emotion
"3607 patients in Mumbai in last 24 hours!
STOP... public transport buses..
STOP all kind of staff rushing to offices ..
Ask shopkeepeers to ensure customers observe social distancing..
ACT!
It should be RELEASE and BREAK!
Not just RASH ACCELERATION!
#COVID19 #Unlock1 @OfficeofUT",anger
"Mumbai #coronavirus updates.
11.06.2020
#MissionBeginAgain
#Unlock1
🗣️ 731 Suspected Positive
🤒 1540 Total positive patients
☠️ 97* deaths, 
🏃 516 discharged today
☠️1952 deaths in the city since 25.01.2020
*97 (includes 43 old deaths)  pic.twitter.com/BvBUee4Cmz",sadness
"watch new vlog - CRICKET MATCH AT VERSOVA BEACH  || DAY 81  https://youtu.be/pNm8w2H70LA  via @YouTube
#verosva #mumbai #Beach #Unlock1 #UnlockIndia #unlockingindia #LockdownExtended",joy
"And their styles are highly irritating..I cannot tolerate them for more than 2 minutes...

#Amul
#chinaindiaborder
#dailybriefings
#KeralaElephantMurder
#KanganaRanaut
#Lockdown5
#Mumbai
#Unlock1
#VijayMallya
#Whitelifematters https://twitter.com/R_P_Khare/status/1271017127890186240 …",joy
@OfficeofUT @advanilparab @rajeshtope11 As a responsible citizen of Maharashtra. Starting Mumbai local and Unlock1 is really working.? Daily covid count rising more than 2k+ in Mumbai itself. #Jantacurfew is require for min 20-30 days. Threatening life,fear
"लॉकडाऊनमधील शिथिलता देतेय कोरोनाला पुन्हा निमंत्रण!
#Unlock1 #SocialDistancing #Crowd #Mumbai
 https://www.mahamtb.com/Encyc/2020/6/11/Relaxation-in-lockdown-inviting-corona-again.html …",anger
"Glimpses of life before and after ‘Unlock 1.0’ via @IndianExpress
#india #delhi #mumbai #MarineDrive #lockdown #Unlock1 #UnlockIndia #beforeafter #COVID__19 #CoronaVirusUpdates https://twitter.com/IndianExpress/status/1270718482972172291 …",sadness
"#UPDATE : @TheJohnAbraham and @emraanhashmi 's #MumbaiSaga among the first films to resume shoot in #Unlock1 , gearing up for 12 days Hyderabad schedule in July.  

#EmraanHashmi #MumbaiSaga #Hyderabad #Mumbai #Bollywood #shooting #JohnAbraham #movietalkies #thursdayvibes pic.twitter.com/vMQIRrYTFZ",joy
"Never imagined Bandra station to be this empty !! 
#mumbai #Unlock1 #shotononeplus7pro pic.twitter.com/nWTY5Ieaeu – at Bandra Railway Station",sadness
"#Unlock1 
Stuck at Bandra highway flyover for over 20 mins as some work is on.. 
Can't get away from Mumbai traffic  pic.twitter.com/ylkUysOZ3Y",sadness
"Kaali-Peeli #Taxis in #Mumbai Continue to Face #Lockdown Blues with Minimal Bookings Even After #Unlock1
 https://www.latestly.com/agency-news/india-news-mumbais-kaali-peeli-taxis-continue-to-face-lockdown-blues-with-minimal-bookings-1814288.html …",sadness
"A map prepared by CSIR-NEERI, Mumbai showing #COVIDー19 cases in Maharashtra. (11th June 2020)

#coronavirus #MaharashtraFightsCorona #MedicalMaharashtra #MEDD #coronaupdatesindia #UnlockingIndia #Unlock1 #MumbaiFightsCovid19 #StayHomeStaySafeSaveLives #COVID19India #UnlockIndia pic.twitter.com/skHcJxPDIo",sadness
"A map prepared by CSIR-NEERI, Mumbai showing #COVIDー19 cases in India. (11th June 2020)

#coronavirus #MaharashtraFightsCorona #MedicalMaharashtra #MEDD #coronaupdatesindia #UnlockingIndia #Unlock1 #MumbaiFightsCovid19 #StayHomeStaySafeSaveLives #COVID19India #UnlockIndia pic.twitter.com/bZPjsSQcK6",sadness
"#CrispEdit | Sections of the Media & Social Media across India have been going overboard with 'crowds' at #MarineDrive in Mumbai instead of looking at the silver linings across the entire zone.
#TheDraft #Unlock1 #COVID19 #GeorgeFloyd #BlackLivesMatter https://thedraftworld.blogspot.com/2020/06/look-at-silver-linings-instead.html …",sadness
"@PMOIndia @CMOMaharashtra @mybmc @MumbaiPolice @DGPMaharashtra #UnlockingUs #UnlockIndia #Unlock1 
This is the ground situation of Mumbai in Unlock 1  pic.twitter.com/vGAWtmm39t – at Bandstand Promenade",sadness
".@bipsluvurself shares a video of @Iamksgofficial playing the mouth organ while enjoying the breeze & the sun
.
#BipashaBasu #KaranSinghGrover #Unlock1 #Mumbai  pic.twitter.com/2IzB7920cP",joy
"Quarantine ward life of gujjus 

Gujjus can be happy anywhere.

Retweet

#quarantinetimepass #unlock2 #Unlock1 #Gujarat #Maharashtra #Lockdown5 #Bangalore #Coimbatore #IndianAirForce #Karachi #KatrinaKaif #MumbaiRains #Mumbai #SidNaaz #UPSC #VogueChallenge #MissYouYuvi pic.twitter.com/JPCWHIIu01",joy
#BeginAgain #Mumbai #BEST buses have threatened to go on strike and we may be the reason for it. I find out more with @SachinKalbag of @htTweets on @RadioNashaIndia #Mumbai #covid_19 #Unlock1 #RjRohini #SachinKalbag #Strike https://www.facebook.com/589710226/posts/10164025421300227/ …,fear
"Anyone who says we have to learn to live with this #coronavirus in #India needs to check the nos. below. And we haven't even spoken abt the elderly & malnourished.....
So how many are we willing to let die?

#IndiaFightsCorona #StayHome #mumbai #Unlock1 #lockdown #Delhi https://twitter.com/FoxBat_IND/status/1245120789667434497 …",sadness
"In #Maharashtra, 3254 new cases were found in 24 hours with 149 deaths, the highest figure   http://vitorr.com/details?detail_id=19227 …
.
.
#tweet #twitter #vitorr #India #Mumbai #coronavirus #COVID19 #Unlock1 #news #OnlineMarketing #share #follow",sadness
#Covid_19 #coronavirus #MumbaiLockdown #June9 #maharastra #Mumbai #MaharashtraFightsCorona #IndiaFightsCOVID19 #Breaking_News #Lockdown5 #Unlock1  pic.twitter.com/i9i2LGgVyO pic.twitter.com/mofi0OAPQn,sadness
"After #Unlock1 in a day @105 cases 
In #Ghatkopar #Mumbai
#StayHomeStaySafe #Unlockchallenge pic.twitter.com/gdHwv5hwuC",sadness
"Mumbai #coronavirus updates.
10.06.2020
#MissionBeginAgain
#Unlock1
🗣️ 749 Suspected Positive
🤒 1567 Total positive patients
☠️ 97* deaths, 
🏃 751 discharged today
☠️1855 deaths in the city since 25.01.2020
*97 (includes 20 old deaths)  pic.twitter.com/SaaEU3iLiA",sadness
"It's pathetic state of affairs

#Mumbai #Maharashtra #Unlock1 @mumbaimatterz https://twitter.com/MumbaiMirror/status/1270676335854157830 …",anger
"The reopening of its Mumbai, Delhi, and Bengaluru dealerships comes with stringent adherence to the Lamborghini Sicurezza guidelines. @Lamborghini
@LamborghiniInd #Lamborghini #Unlock1 #Automotive #News #TopGear https://www.topgearmag.in/looking-for-a-sportscar-lamborghini-re-opens-dealerships-with-safety-measures-in-place/ …",sadness
"Mumbai : The city never stops / sleeps.

CORONA: I like and respect your spirit Mumbai, but I am not here to see your stupid stunt...Stay Home !!

#IndiaFightsCorona #COVID19 #StayHome #StaySafe #MumbaiTraffic #coronavirus #Unlock1",anger
"#Dabbawalas of #Mumbai rendered jobless, struggle to survive amid #pandemic. #coronavirus #lockdown #streetfood #localtrain #Unlock1 #coronavirusupdates 
Link:  https://bit.ly/3cSqkFL  pic.twitter.com/Ms0jMTr8ff",sadness
"➡️#Follow @postistan for more #Memes & Do #Like , #Comment & #Spreadit ⬅️ #covid19 #coronavirusmeme #coronavírus #corona #coronavirus #coronamemes #covid19pandemic #Mumbai #MarineDrive #Maharashtra #maharashtrianmemes #Marathimemes #mumbaimemes #Mumbaikar #unlock1  pic.twitter.com/OoTQkbnIT0",joy
"#Ranked quite low in deaths and critical patients.👍
Next 2 weeks critical as the effect of #Unlock1 starts to emerge.
Mumbai seems to have 'slowed down', but too early to call it out as it just opened up this week.",sadness
"Unlock India 1.0🔥
#unlock #unlockindia #unlock1.0 #india #lockdown #jatraa #covid19 #pandemic #mumbai #maharashtra #corona #coronavirus pic.twitter.com/Yrl9lv9ljC",sadness
"Now Opportunity has been unlocked to invest in home & secured your life. 

#Unlock1 #UnlockYourOpportunity #RealEstate #realestatetips #bestinvestment #investmentproperty #property #businessideas #business #positivesteps #ideasforhome #bestdeals #bkandharigroup #mumbai  pic.twitter.com/FWFIE23z87",joy
"Reality

#rich #poor #mumbai #MaharashtraPolitics #lockdown #Unlock1  pic.twitter.com/LLH7slx7Sz",sadness
"Why are the cops and government allowing sharing Autos to run?
Where is the common sense?

@AUThackeray @uddhavthackeray @MumbaiPolice @OfficeofUT
#BanSharingAutos #Mumbai #COVID19 #COVID19Mumbai #Unlock1 #StayHomeStaySafe https://twitter.com/tweetsocial_17/status/1270693027552522241 …",sadness
"Rakul Preet Singh goes cycling on Mumbai streets, addresses fans' concern about mask #Unlock1
 https://www.republicworld.com/entertainment-news/bollywood-news/rakul-preet-singh-cycling-on-mumbai-streets-fans-concern-about-mask.html …",joy
"For any car maintenance and service please call us on 1800 103 1045 or log in to  http://www.olagarage.com 
#pickup #olagarage #Care #Car #problem #callus #WednesdayThoughts #Quarantine #CarChecking #CarServices #LockdownEnd #Unlock1 #NaviMumbai #Mumbai #Delhi #Pune #cars #problems pic.twitter.com/9JRbriuHdp",sadness
"#Unlock1 Mumbai

Dark red from Bandra to Andheri at 4.30 in the evening. 

God Bless Us  pic.twitter.com/pCXMZWiofV",joy
"Stay tuned for such regular updates!

#TheTintedClub #TTCCares #EyeCareIsSelfCare #COVID_19 #TTC #BestinTown #HealthAwareness #Unlock1 #ProtectEyes #EyeProtection #ProtectiveGlasses #Safety #SafetyGlasses #COVID19 #SafetyComesFirst #TTC #LockdownIndia #BestinTown #Bandra #Mumbai",sadness
"Mumbai ka Unlocked 1.0 dekh ke maine 2 extra underwear khareed le hai 😂

Living like a PRIMITIVE HUMAN. Your life is your responsibility. #Unlock1",joy
"Your are saying that she returned from #Delhi while , @TOI_Nagpur is saying that she came from #Mumbai . What is the truth ? Pls clarify @dheeraj_fartode . Awaiting ur response.  #COVID19India #Unlock1 #Nagpur pic.twitter.com/nUTpxjChx5",sadness
"Its really scary #UnlockingIndia
#Unlock1
Mumbai, With 51,100 Coronavirus Cases, Crosses Wuhan

 https://www.ndtv.com/video/news/news/mumbai-with-51-100-coronavirus-cases-crosses-wuhan-551252?type=video&category=video …",sadness
"A map prepared by CSIR-NEERI, Mumbai showing #COVIDー19 cases in Maharashtra. (10th June 2020)

#coronavirus #MaharashtraFightsCorona #MedicalMaharashtra #MEDD #coronaupdatesindia #UnlockingIndia #Unlock1 #MumbaiFightsCovid19 #StayHomeStaySafeSaveLives #COVID19India #UnlockIndia pic.twitter.com/K1wn0QPpf4",sadness
"A map prepared by CSIR-NEERI, Mumbai showing #COVIDー19 cases in India. (10th June 2020)

#coronavirus #MaharashtraFightsCorona #MedicalMaharashtra #MEDD #coronaupdatesindia #UnlockingIndia #Unlock1 #MumbaiFightsCovid19 #StayHomeStaySafeSaveLives #COVID19India #UnlockIndia pic.twitter.com/dbDlq4kzAl",sadness
"#MSMEs in #Mumbai apprehensive about opening #offices with 10% staff  https://mumlive.co/ICsdcZg 

B2B MSME
.
.
.
.
.
.
#PublicRelations #PR #b2bPR #b2b #MSMEs #Mumbai #News #Media #SpinCommunique #Unlock1 #Coronavirus #COVID19 #WFH",sadness
"Inspite having a large number of covid-19 cases, hundreds of Mumbaikars flocked to Marine Drive as soon as the government announced Unlock 1 India. Spirit of mumbai or Stupidity?

#LockdownEnd #Unlock1 #FailedLockdown #Mumbai #COVID19India pic.twitter.com/VqZyfaXMmj",anger
"Please lockdown Mumbai till 31st June, Pvt companies are calling employees to work... we all know transportation conditions here and what it can lead to in coming days- our families and Mumbai will be in danger, do think. #Unlock1 #Mumbai #COVID19India #MumbaiFightsCovid19",fear
#Anonymous #BREAK_THE_SILENCE #COVID19India #Covid_19 #fleets #FleetsFeedback #Fleet #fleeting #goodmorning #JohnnyDepp #Mumbai #mondaythoughts #neetpostpone #onlyfans #quotes #rock #Shopian #ShehnaazGill #TwitterFleets #Unlock1 #UttarPradesh #VocalForLocal #wednesdaymorning pic.twitter.com/B5f7ydM54g,joy
Hospital beds not available for the rich too - mass suicide mission on in #mumbai & #Delhi with #Unlock1 - I can have every possibility of catching #covid as economy opens but zero possibility of finding a bed that can give me a fighting chance to combat this virus. https://twitter.com/BDUTT/status/1270592228327452672 …,sadness
"Future kid's homework
#Children #Competition #wednesdaymorning #TwitterFleets #Unlock1 #onlyfans #Facebook #Flowers #carryminati #nature #Mumbai #VogueChallenge #BLACKPINKISCOMING #JO1withフレハンディファン #fleets #IndianArmy #fleeting #WednesdayMotivation pic.twitter.com/Eb2PmmME0B",joy
"#retail #Unlock1 Shops in #Mumbai can now stay open throughout the day, instead of from 9 a.m. to 5 p.m., as per a revised order issued by the #BMC | reports @worthwords01 https://www.thehindu.com/news/cities/mumbai/unlock-1-full-working-hours-for-shops/article31791315.ece …",sadness
"#Unlock1 
Migrants Returning To Mumbai
@SonuSood :- pic.twitter.com/FIEcieJlzd",joy
"Mumbai Lockdown: Shops Timings Extended, But Malls To Remain Shut

@MNCDFbombay
#MumbaiUnlock #Unlock1
 https://www.mid-day.com/articles/mumbai-lockdown-shops-timings-extended-but-malls-to-remain-shut/22835216 …",anger
"#Unlock1: @radhikamadan01, who recently flew to #Delhi from #Mumbai, reunites with her mom after 14 days of #selfquarantine
#RadhikaMadan #Bollywood #lockdown #CoronavirusPandemic https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/radhika-madan-finally-meets-her-mother-after-14-days-of-self-quarantine-shares-adorable-pictures/articleshow/76294555.cms …",joy
"Can we now go from Mumbai to Pune by a private vehicle without any permit? 

#Unlock1",sadness
"Where ever you are in India
Stay Safe..❤️
Mumbai and Delhi Becoming Indian Wuhan City.😢
So Stay At Home 🏘️
Obey Govt. Guidelines.
Please Dont Gather At One Place.
We have to Live for our Country
Till Now Corona Hasn't Gone
Dont Take Unlock1 loosely 🙏.",sadness
"#Unlock1.0: @Rakulpreet goes out cycling on the streets of Mumbai. 

#RakulPreetSingh pic.twitter.com/b204bmiHj8",joy
"@OfficeofUT says ""Mission #BeginAgain"". Private Offices say ""Come to Work"". Our Housing Society says ""No Entry"" for people who are stuck out of #mumbai and want to resume work. What to do?

#Unlock1 #Lockdown5",sadness
"Traffic on western express highway going towards #bandra
#mumbai #Unlock1  pic.twitter.com/5oLn432yjw",anger
"Traffic on western Express highway toward borivali

#Mumbai #Unlock1  pic.twitter.com/kpA7U2Ri2m",anger
"#johnshopkins professor says #india in all probability among those countries either not reporting or if it all reporting suspicious data for #coronavirus .

Are you surprised 🤔? 

#COVID #IndiaFightsCorona #Delhi #Mumbai #Unlock1 #MissionBeginAgain https://twitter.com/steve_hanke/status/1270419137336971264 …",sadness
Bus crowds push Maharashtra govt into reviewing its unlock move | Mumbai News - Times of India #unlock1  https://timesofindia.indiatimes.com/city/mumbai/bus-crowds-push-maharashtra-govt-into-reviewing-its-unlock-move/articleshow/76293214.cms …,sadness
"Couldn't resist in sharing this forward 🤣
#Unlock1 #Mumbaikars #Mumbai
#backtowork pic.twitter.com/zskKMZO6st",joy
"@OfficeofUT @mybmc @MumbaiPolice Land Owner Asking To Evacuate Within 10 Days From Now....What To Do ? #LockdownExtended
#Unlock1
#Mumbai",anger
If you think you need to follow truth and avoide fake news then follow me. #BlackLivesMatter #Chinese virus #ElephantDeath #Food #GeorgeFloydFuneral #IndianArmy #kalu #Master #Mumbai #onlyfans #OnThisDay #postponeneet #quotes #StudentLivesMatter #tuesdayvibes #USAonFire #Unlock1,joy
"'How's the distance' questions Mumbai Police on its social media amidst #Unlock1 with a #VickyKaushal twist!

@MumbaiPolice @vickykaushal09 #UriTheSurgicalStrike
#Howsthejosh https://www.peepingmoon.com/entertainment-news/news/45803/Vicky-Kaushals-URI-dialogue-gets-Mumbai-Police-style-spin-during-Unlock-Hows-the-distance-feet-sir-.html …",sadness
"If you have #CommunitySpread, as #Delhi & #Mumbai do, it is impossible to control the spread without a #lockdown. The alternative is an incredible tragedy to achieve ""herd immunity"" - around 160,000 deaths per city. The R0 is too high! 

#IndiaFightsCorona
#Unlock1 #Covid_19india pic.twitter.com/J5iFJldaTS",sadness
"People need to realise that #Delhi and #Mumbai WILL go into a complete lockdown soon. They shouldn't just blame the government for their inability to produce enough oxygen beds - it has been an IMPOSSIBLE task for ALL cities.

Horrifying projections! 

#IndiaFightsCorona #Unlock1  pic.twitter.com/RPxmpwh2bp",sadness
"Unlock 1.0

Be careful and extra cautious!
.
.
.
.
.
.
#lockdown #unlock1 #staysafe #becareful #helpanimals @ Navi Mumbai (New Mumbai), India  https://www.instagram.com/p/CBOch00Hhjb/?igshid=15xw0g7mwewtz …",joy
"#unlock1 #stayhome #selfie #instagram #instaclick #quarantine @ Mumbai, Maharashtra  https://www.instagram.com/p/CBORWOYJkSZ/?igshid=60o23asvzkf1 …",joy
They should have #Unlock1 at all  with highest deaths and infections. Guess we have some visionaries in these state governments .... #Mumbai BMC is now allowing shops to be open all throughout the day as per pre-covid timings. Super ..... we thought out.  Clap clap clap,joy
"Kya mast plan hay re baba
.
#COVID__19 #coronavirus #COVID19India #Unlock1 #tuesdayvibes #wednesdaymorning #India #IndiaFightsCoronavirus #Memes #Mumbai #memesdaily #memes2020 #ArnabGoswami #IndiaNews #indiatoday #Covid_19 #WednesdayVibes #tuesdayvibes #LockdownFailed pic.twitter.com/8HWz1FtfHP",sadness
"Don't be so BADshah guys. Stay safe.

#coronavirus #Unlock1 @iamsrk #ShahRukhKhan #shahrukhkhanfan #Covid_19 #memesdaily #BJP #Mumbai #Delhi #Narendermodi #lockdownextension #CoronaWarriors #vaccine #NewShot #shahrukh #AskSRK pic.twitter.com/foJHzRfZPQ",disgust
"BEST bus Mumbai #Unlock1 #Lockdown #COVID__19 
1) MT depot buses operating on route 440 Ltd for higher frequency
2) Buses parked on MG road, waiting for departure
3) 700 Ltd at Borivali stn
4) Safety livery bus from W operating on 40 Ltd.
Cc @jarvik @rsrikanth05 pic.twitter.com/BDwD28N9aE",joy
#Covid_19 #coronavirus #MumbaiLockdown #June9 #maharastra #Mumbai #MaharashtraFightsCorona #IndiaFightsCOVID19 #Breaking_News #Lockdown5 #Unlock1  pic.twitter.com/i9i2LGgVyO,sadness
#GHANTATIME: Really need to know the ground reality - how are the jobs of the middle class coming back to its full state of consciousness in #Unlock1.0 state? When will ‘Furlough’ &  ‘Leave without Pay’ sessions end for hardworking corporate professionals. #mumbai #COVID19India pic.twitter.com/zuhQifnZl8,sadness
"#Mumbai #Unlock1 Day 1: Confusion over govt’s rules, changes in work habits marks day one of ‘Mission Begin Again’  https://mumbaimirror.indiatimes.com/mumbai/cover-story/mumbai-unpaused/articleshow/76273105.cms …",joy
"West Bengal's video of people boarding the bus is going viral as Crowded Mumbai's BEST bus.
#FactoFactCheck #Westbengal #unlock1 #Mumbai
 https://factonews.co/a-video-from-west-bengal-is-viral-as-mumbais-best-bus/ …",joy
"Mumbai #coronavirus updates.
09.06.2020
#MissionBeginAgain
#Unlock1
🗣️ 690 Suspected Positive
🤒 1015 Total positive patients
☠️ 58 deaths, 
🏃 904 discharged today
☠️1758 deaths in the city since 25.01.2020  pic.twitter.com/kDeS86cNPQ",sadness
"@OfficeofUT says ""Mission #BeginAgain"". Private Offices say ""Come to Work"". Our Housing Society says ""No Entry"" for people who are stuck out of #mumbai and want to resume work. What to do @MumbaiPolice @CMOMaharashtra, @AUThackeray @Dev_Fadnavis @PMOIndia?

#Unlock1 #Lockdown5",sadness
"@OfficeofUT says ""Mission #BeginAgain"". Private Offices say ""Come to Work"". Our Housing Society says ""No Entry"" for people who are stuck out of #mumbai and want to resume work. What to do @MumbaiPolice @CMOMaharashtra, @AUThackeray @Dev_Fadnavis @PMOIndia?

#Unlock1 #Lockdown5",sadness
"@OfficeofUT says ""Mission #BeginAgain"". Private Offices say ""Come to Work"". Our Housing Society says ""No Entry"" for people who are stuck out of #mumbai and want to resume work. What to do @MumbaiPolice @CMOMaharashtra, @AUThackeray @Dev_Fadnavis @PMOIndia?

#Unlock1 #Lockdown5",sadness
"Friend: Kya hoga Mumbai ka after unlock1.0
Me:  pic.twitter.com/YiEWK1I1RJ",joy
Mumbai - Heavy Traffic At Jogeshwari West Near JVLR Fly Over #Unlock1 @mumbaitraffic @MumbaiPolice pic.twitter.com/76OqYGqI81,sadness
"On Day 2 of #Unlock1, our reporters stepped out to have a meal at CyberHub in Gurugram, shop at a Raymond store & spoke to small business owners at what was once a bustling commercial district in Mumbai. Special reports on #RestartingIndia https://www.pscp.tv/w/ca4mzDFvTlFsTFpsT29XUXd8MUJkeFlualFMWUJLWEsilElCTq7UnOnMfr8McPny7epw5BeOtOXdJtr6FZWt …",joy
"All those who ask me how's Mumbai doing? 
Here's the answer- we're preparing to flatten the curve together with #Unlock1 .
I guess we're doing it right, right? 💪😷  pic.twitter.com/qk7vGgymAY",joy
"सोशल डिस्टंसिंगचे वाजले की बारा! 
 https://www.loksatta.com/mumbai-news/unlock-1-0-fist-day-social-distancing-after-lifting-restrictions-coronavirus-mumbai-mmr-region-increase-test-jud-87-2182758/ … 
करोना चाचण्यांची संख्या वाढवण्याची तज्ज्ञांची मागणी via @LoksattaLive
#CoronaVirus #Covid_19 #Lockdown5 #Unlock1 #Mumbai #SocialDistancing",joy
"Calm and Serene!

#Unlock1 #Mumbai #Juhu #beach pic.twitter.com/sMStamk6KO",joy
"Juhu beach , Mumbai after lockdown 
#Unlock1 #WorldOceansDay #Mumbai #juhubeach #saveenvironment #cleanbeach #coronaeffect 
Video Link - https://youtu.be/8k91JGQwtzU  – at Juhu Beach, Mumbai",joy
"As Mumbai eases its Lockdown in #unlock1 the super fit @AnilKapoor takes a walk around Juhu to stay healthy 

#anilkapoor #juhu #workout #fitness #exercise #health #healthylifestyle #goals #walk #stayhome #lockdown #bollywood #movietalkies #tuesdayvibes #tuesdaymotivation pic.twitter.com/wh048B8HHh",joy
"#Unlock1  |  Mumbai tweaks norms, lets shops remain open for full working hours 

(@PathakKalpana reports) 

#CoronavirusOutbreak
 https://www.livemint.com/news/india/unlock-1-0-mumbai-tweaks-norms-lets-shops-remain-open-for-full-working-hours-11591700313157.html … pic.twitter.com/ifu15XyqQM",sadness
"अनलॉक १ : सवलत मिळताच उद्याने, चौपाट्यांवर मुंबईकरांची गर्दी!
#Unlock1 #Mumbai #Beach #GardensHour #Crowd #CommunitySpread https://www.mahamtb.com/Encyc/2020/6/9/People-are-gathered-on-beach-and-gardens-in-unlock-1-in-Mumbai.html …",joy
"What an idea Sir ji 
😂
This is how Unlock1.0 looks like. 
Wonder what 2.0 and 3.0 would be🤔

Just imagine when Mumbai Locals resume services 🥺",disgust
"@mybmc what happened to this drug ? Any report anyone can confirm ? #Mumbai #COVID19India @ICMRDELHI @AIIMSBhopal @AUThackeray @KEMHOSPITAL @drharshvardhan @ANI @ABPNews @lavagarwal
#IndianArmy #Unlock1 #CoronaWarriors #coronavirus",sadness
"#Mumbai: BMC Issues Revised Guidelines For #Unlock1; Shops To Open In 'Left-Right Lane' Rule

Details:  https://news.abplive.com/news/india/mumbai-bmc-issues-revised-guidelines-for-unlock-1-shops-to-open-in-left-right-lane-rule-1255794 … pic.twitter.com/HlSjps1CGE",anger
"Social Distancing OUT
Coronavirus IN

With no proper procedure, Mumbai is bound to face huge challenges amid #Unlock1 . Dark Days ahead..  pic.twitter.com/8K6i5ez3mI",joy
"#ThackerayGandhiPawar #CongressSenaNcp #MahaVinashDhokaAghadi #MaharashtraGovt is not doing well in #Mumbai #Maharashtra. Since d #Unlock1, ppl r not following #SocialDistancing at all, as evry1 on roads. Each 1 has 2 explain n tell again n again. There's nothing like #Lockdown?",sadness
"Social distancing being strictly followed by People ...👏👌 @MamataOfficial
#Kolkata #Mumbai #SocialDistancing #coronavirus #Unlock1 #tmc #SpeakUpDelhi pic.twitter.com/LoGSAYUtDD",joy
Delhi Deputy CM Manish Sisodia claims that Delhi will have 5.5 lacs Covid cases by July end. Hope Mumbai does some analysis & takes the appropriate measures before the city is exploded with virus post Unlock1.0. Wasn't lockdown enough to borrow time & develop medical facilities?,anger
"A map prepared by CSIR-NEERI, Mumbai showing #COVIDー19 cases in Maharashtra. (9th June 2020)

#coronavirus #MaharashtraFightsCorona #MedicalMaharashtra #MEDD #coronaupdatesindia #UnlockingIndia #Unlock1 #MumbaiFightsCovid19 #StayHomeStaySafeSaveLives #COVID19India #UnlockIndia pic.twitter.com/Wa5Flpd0ZL",sadness
"#BMC has revised its #unlock1 guidlines. As per the new guidelines, shops in #Mumbai will be allowed to stay open for the full working hours for six days in a week. However, shops will remain closed on Sundays. | Follow LIVE updates on #COVID19:  http://bit.ly/2MIGZRy  pic.twitter.com/hNF1YJbr5b",joy
unlock 1.0 - MUMBAI BEACH || LOKHANDWALA || INFINTY MALL || MUMBAI STREE...  https://youtu.be/l18u5FgpR2Y  via @YouTube #Unlock1,joy
"Unlock 1: BMC issues new guidelines for Mumbai, allows shops to open with 'left-right lane' rule | via @IndiaTVNews
#Mumbai #Unlock1 #BMC https://www.indiatvnews.com/news/india/mumbai-bmc-new-guidelines-unlock-1-phase-2-covid-19-maharashtra-lockdown-5-624768 …",anger
"Sir companies have declared 100% compulsory attendance orelse unpaid leave. Putting our lives at stake! Complete ignorance of the pandemic situation! 
#Mumbai #Unlock1 #Lockdown5",sadness
"It's time to unlock & experience the joy of biking. Try something new. Feel Alive. Start cycling & be the change you want to see.

#unlock1 #unlockfirefox #unlocklectro #bikelife #powai #powaipedals #mumbai #pedaltoplaces #immunebooster #fitnessjourney #postlockdownlife #ebikes pic.twitter.com/JQzVcg5Zwa – at Powai Lake Promenade",joy
"My friend Gautam sends this pic of Gurukripa, Sion (central Mumbai), best-known for their samosas and chole. Guess Mumbai has decided to go all out. Social distancing? What's that? #Unlock1  pic.twitter.com/It6XeI3PNG",sadness
"Ward wise helpline numbers issued by @mybmc
#MumbaiFightsCovid19 #Mumbai #Unlock1
 https://www.mumbailive.com/en/civic/corona-virus-call-on-this-number-for-the-beds-of-corona-patients-bmc-50962 …",joy
"If such is the level of negligence at Home Minister @AnilDeshmukhNCP’s home ground #Nagpur, the overall preparedness for #Covid_19 in the state & especially #Mumbai, post the #Unlock1 is highly questionable. 
What action is the MH Govt going to take? @OfficeofUT pic.twitter.com/nvrfLUoudR",fear
Why do businesses have to open by putting lives at risk? This is a partial opening. #coronavirus #ChinaVirus is still spreading in Mumbai. #Unlock1 #ModiGovtFailedLockdown,joy
"#Covid_19 Patient's plight in #Mumbai
#Unlock1  https://twitter.com/PotholeWarriors/status/1270262251338051586 …",sadness
"Bombay was famous for its orderly queue for public transport BEST buses, Taxis, Autos, traffic discipline. Well, Bombay has changed & Mumbai isn’t the same. Mumbai needs to rediscover itself #Unlock1 #Mumbai #MumbaiRains #MissionBeginAgain",joy
Four hours by road to attend eight hours at work. Story of amchi #Mumbai. Sigh #Unlock1,sadness
"Social Distancing at it’s ‘BEST’ in #Mumbai. 
@OfficeofUT blames the Central Govt for locking down the nation without much preparation. 
What preparations did the #Maharashtra Govt did before announcing the #Unlock1? 
Rather you have unlocked another #COVID spike! 
#tuesdayvibes pic.twitter.com/OhFGCWdy18",sadness
"Actress @iamkamyapunjabi shared a pic of her with her daughter wearing PPE kits and face shields as the duo travelled to Mumbai
#KamyaPunjabi #COVID19 #Unlock1
 https://m.timesofindia.com/tv/news/hindi/kamya-panjabi-travels-back-to-mumbai-with-10-year-old-daughter-as-shaktis-shoot-is-set-to-resume/articleshow/76278277.cms …",joy
"A map prepared by CSIR-NEERI, Mumbai showing #COVIDー19 cases in India. (9th June 2020)

#coronavirus #MaharashtraFightsCorona #MedicalMaharashtra #MEDD #coronaupdatesindia #UnlockingIndia #Unlock1 #MumbaiFightsCovid19 #StayHomeStaySafeSaveLives #COVID19India #UnlockIndia pic.twitter.com/EO5iJfBPoA",sadness
"Creators and Influencers especially, please take a moment to read if possible 🙏 @YTCreatorsIndia #Mumbai #StayHomeStaySafe #Unlock1  pic.twitter.com/N7PEIIjUkh",joy
