,index,labels,tweet
464,788,worry,please make the livechat on saturday cus i have to go to school on weekdays am here   
465,792,sadness,home from ice cream tweetup my very first tweetup no pics because my camera battery died last night and i forgot to charge it
466,795,worry,new comment on jowki  i wish i had the time to blog more often  httpcligszzrep
467,796,worry,we can get a temporary tattoo i would be totally sad if he died
468,797,worry, gray  i so feel neglected
469,801,sadness, rob got lucky that game he beat me 
470,802,worry,someone save me i dont want to pack anymore
471,803,sadness,home from school had the shitest day today
472,804,love, the sweety sat on the table this morningjust woke up very sweet ohbtwi think ill be home around  pm  
473,805,worry,bruise on knee will make it hard to skate tomorrow
474,806,sadness, lol  when i went to buy my new laptop in feb i already knew lol but i looked anyway and walked away sadfaced 
475,809,worry,no free wifi my vacay is ruined
476,811,love, maatt havent spoken to you in ages dudeee  dont forget bout ur aussie fan   lool love ya 
477,812,sadness, me oh wait wrong state
478,813,happiness,are u missing ur frnds  hear to manasellaam  from kulir degree movie its amazing   nanbargale  miss u guys 
479,815,worry,phone will die soon what to do now oh no
480,817,worry,forgot my power cable at home today
481,821,worry, no but it does amazing things with keeping all your online conversations in one place unfortunately that place is google
482,822,sadness, sorry is only in spanish for the moment
483,823,worry, yayyyyyyyyyyy but thats sp far away
484,824,neutral,i signed up for an account on a political website so i could post a comment but it isnt working
485,825,neutral,how come i can never sleep past not good
486,826,worry, my public talk in july got canceled and i dont know why
487,828,worry,feeling so rough today just want a cuddle and some sleep
488,829,happiness,rade oh no the economy gotcha  sorry but so happy that you got another one in la  enjoy socal ahahaay lol
489,830,worry, whered the songs go on the site i want do you on this computer too
490,832,neutral,has an exam at am  i slept about  hours last night
491,833,sadness,not well
492,834,sadness,rain oh what the hell  way to tell me
493,835,neutral,wish i lived in or atleast relatively close to ohio   havent seen troy or mcloven in almost a year
494,840,neutral, good idea brain you cant not be on twitter
495,841,sadness, i didnt get the msg  but i bought princess
496,842,love,trying to learn how to do this twitter thing ill get there welcome to all my followers though im not that interesting
497,844,worry,first puppy gone  new home
498,845,sadness,im so unhappy being here i hate it its affecting everything my relationships with people my personality my attitude
499,846,sadness,theres nothing to do right now and im tired but i dont want to sleep cleaned up pretty good so proud at least id be a good janitor
500,847,worry,feeling extremally ill
501,848,sadness, oh my now im offended  ha
502,852,worry,back time  i wish i was a teenager again i wish i could feel healthy again i cant remember what its like to feel healthy anymore
503,853,sadness,the d version of up sold out   regular version it is
504,855,sadness, my love we still havnt done lunch together like we said we would i miss you my friend
505,856,happiness,to all my friends im deeply sorry im moving i will miss u all so very very much
506,858,worry, i have something to say and no one is listening
507,859,neutral,just got home after killing a possum
508,860,worry, omg yaya we put you  please not the end of the year
509,861,worry,i miss the old healthy me and i am loosing faith that i ever will be again
510,862,worry,gonna get off to try and catch some zs no more high school after tomorrow which really sucks  i wish i didn httptinyurlcomlkag
511,864,worry,rawr and whatnot i am having a godawful drawing night tonight even less progress has been made than i expected
512,865,happiness, suuure
513,866,neutral, yahoo maps lots more to desire yahoo
514,867,worry,i miss my daily quotes why dont i get them anymore  am i kicked from your mailinglist
515,868,sadness,now aches  chills have joined the party why couldnt the cold just go away it had to get worse
516,869,worry, i wont b hereeeeee imma b in georgia  and then im off to la grrrrrr
517,871,worry,missed my train by  secs  yesterdaynight knijp jaap  flashback now sitting on the blisters if you know what i mean 
518,872,worry,why am i still upppp lol  work in less than  hours
519,873,sadness,bed with stomach ache
520,874,worry,hall is that why you aint answer my call thought we were homies
521,875,worry,gnite  fukn nite  wanted sum pinga but couldnt get any
522,877,sadness,lappy charger is completely dead conserving whats left of the battery until i can afford to buy a new one
523,878,sadness,finally accepting the fact that all cute guys are taken
524,880,neutral, ive got one too  though i think mine was attributed to the seizure inducing colorlight show in the movie the soloist
525,881,love, i cant my heart aches for her children  i wanna adopt alexis
526,882,love, lunch was going home to restnot well today
527,883,neutral,goodnight everyone
528,884,sadness,   too bad vo got me sick i think   i dont even have meds to feel like you
529,885,neutral,  httpyfrogcomzip  nothing there
530,886,worry,just spoke to keith urbans record company we cant get him on the show till were back from holidays  sorry jack were trying mate
531,888,sadness,honza takes his flight back to the czech republic in the morning  im really going to miss him
532,890,worry, online thats the sad thing about it
533,891,happiness,ah thats better snow patrol now to be stuck indoors  still weekend coming up and fresh air excellent hope its sunny
534,893,worry,feels disappointedmahirap talaga magsupervise ng tao  httpplurkcompwxqwa
535,894,worry,i dont get twitter  someone help me
536,895,happiness,up early again  loads to do but the suns out hurrah
537,896,neutral,really realy want a netbook mrr technolust sucks
538,897,happiness, babes it was sooo much fun  thank you so much for making that happen  had fun with the ladies too  time went to fast
539,898,sadness,matty is le tired
540,899,worry,watching two of my patients die tonight has put me in a funk one was young
541,901,worry,the aila cyclone left my house in calcutta with a broken sunshade balcony and a huge branch of tree thru our bathroom window
542,902,worry, guys why did paranoid drop out of the countdown thats so not fair  iv voted heaps for it
543,904,neutral, i know he didnt ask me
544,905,sadness,nite tweeple  tomorrow will be day  at work
545,907,sadness,ahh man up and getting ready for work  i wanna sleep
546,908,sadness,  i was just thinking the same thing i love our morning chats we totally need  live gether full time lol
547,910,worry, whats up im sad  you didnt text today
548,914,worry, i heard your moving to sydney next year im not happy
549,916,worry,still has half a math worksheet science wb pages  worksheet and english to go feels a sniffle and dry eyes coming along too
